brand,series,shade,productType,productTypeLabel,colorLine,colorTechnology,shadeSystem,level,levelName,reflectCode,meaning,developerPercent,developerVolume,colorFamily,confidence,grams,rows,customers
L'OREAL PROFESSIONNEL,MAJIREL,C6.66,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,66,Dark blonde with Red + Red reflect,,,Brown / dark blonde,high,1425.5,59,4
L'OREAL PROFESSIONNEL,DIA COLOR,9.1,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,9,Very light blonde,1,Very light blonde with Ash / blue reflect,,,Blonde,high,1425.5,44,3
L'OREAL PROFESSIONNEL,DIA LIGHT,6.34,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,34,Dark blonde with Gold + Copper reflect,,,Brown / dark blonde,high,1400,90,2
L'OREAL PROFESSIONNEL,NEW INOA,6.32,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,32,Dark blonde with Gold + Iridescent / violet reflect,,,Brown / dark blonde,high,1382.5,44,1
L'OREAL PROFESSIONNEL,DIA COLOR,8,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,0,Light blonde natural shade,,,Blonde,high,1378,42,3
SCHWARZKOPF,IGORA ROYAL,12-0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,12,High-lift blonde,0,High-lift blonde natural shade,,,Blonde,high,1374,33,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,CLEAR,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,1367,40,1
TO DEL.,L'OREAL PROFESSIONNEL,"7,13",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,7,Blonde,13,Blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,1352,42,3
L'OREAL PROFESSIONNEL,DIA COLOR,5.18,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,5,Light brown,18,Light brown with Ash / blue + Mocha reflect,,,Brown / dark blonde,high,1348,31,3
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.18,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,18,Blonde with Ash / blue + Mocha reflect,,,Brown / dark blonde,high,1346.5,51,5
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,4,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,0,Brown natural shade,,,Dark brown / black,high,1345,36,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.1 CC,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,1,Blonde with Ash / blue reflect,,,Brown / dark blonde,high,1320,44,1
L'OREAL PROFESSIONNEL,DIA COLOR,8.13,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,13,Light blonde with Ash / blue + Gold reflect,,,Blonde,high,1316,34,4
TO DEL.,L'OREAL PROFESSIONNEL,"6,8",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,6,Dark blonde,8,Dark blonde with Mocha reflect,,,Brown / dark blonde,high,1305,46,1
L'OREAL PROFESSIONNEL,DIA COLOR,7.13,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,7,Blonde,13,Blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,1300,41,3
L'OREAL PROFESSIONNEL,MAJIREL,9.0,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,9,Very light blonde,0,Very light blonde natural shade,,,Blonde,high,1286,51,2
L'OREAL PROFESSIONNEL,NEW INOA,10.1,mixer_corrector,Mixer / corrector / clear,L'Oréal INOA,Permanent oil-based color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,1256,44,4
L'OREAL PROFESSIONNEL,MAJIREL,6.32,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,32,Dark blonde with Gold + Iridescent / violet reflect,,,Brown / dark blonde,high,1235,64,2
L'OREAL PROFESSIONNEL,NEW INOA,4,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,4,Brown,0,Brown natural shade,,,Dark brown / black,high,1225,34,3
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,10.32,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,1186,26,2
L'OREAL PROFESSIONNEL,MAJIREL,4.35,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,35,Brown with Gold + Mahogany / red-violet reflect,,,Dark brown / black,high,1174,47,2
L'OREAL PROFESSIONNEL,DIA COLOR,7.18,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,7,Blonde,18,Blonde with Ash / blue + Mocha reflect,,,Brown / dark blonde,high,1166.5,42,4
L'OREAL PROFESSIONNEL,DIA LIGHT,6.23,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,23,Dark blonde with Iridescent / violet + Gold reflect,,,Brown / dark blonde,high,1154,34,3
L'OREAL PROFESSIONNEL,DIA COLOR,8.1,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,1,Light blonde with Ash / blue reflect,,,Blonde,high,1152,38,3
L'OREAL PROFESSIONNEL,DIA LIGHT,8,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,0,Light blonde natural shade,,,Blonde,high,1138.5,71,3
TO DEL.,L'OREAL PROFESSIONNEL,6,hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,6,Dark blonde,0,Dark blonde natural shade,,,Brown / dark blonde,high,1130.5,39,2
L'OREAL PROFESSIONNEL,COOL COVER,CC7.1,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,1,Blonde with Ash / blue reflect,,,Brown / dark blonde,high,1117,37,3
L'OREAL PROFESSIONNEL,DIA COLOR,1,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,1,Black,0,Black natural shade,,,Dark brown / black,high,1104,19,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,Clear,mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,1063,37,2
TO DEL.,L'OREAL PROFESSIONNEL,"9,13",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,9,Very light blonde,13,Very light blonde with Ash / blue + Gold reflect,,,Blonde,high,1047,29,1
L'OREAL PROFESSIONNEL,DIA LIGHT,9.21,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,9,Very light blonde,21,Very light blonde with Iridescent / violet + Ash / blue reflect,,,Blonde,high,1042,39,4
TO DEL.,L'OREAL PROFESSIONNEL,9.0,hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,9,Very light blonde,0,Very light blonde natural shade,,,Blonde,high,1027,23,1
TO DEL.,L'OREAL PROFESSIONNEL,"8,13",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,8,Light blonde,13,Light blonde with Ash / blue + Gold reflect,,,Blonde,high,1016,27,1
L'OREAL PROFESSIONNEL,MAJIREL,6.35,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,35,Dark blonde with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,1015,41,2
L'OREAL PROFESSIONNEL,DIA LIGHT,10.82,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,1015,32,4
EUGENE PERMA,SOLARIS,P9,lightener_bleach,Lightener / bleach,SOLARIS,Unknown / supporting product,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,1009,25,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,8.11,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,11,Light blonde with Ash / blue + Ash / blue reflect,,,Blonde,high,1002,31,4
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,4.8,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,4,Brown,8,Brown with Mocha reflect,,,Dark brown / black,high,1000.5,61,1
L'OREAL PROFESSIONNEL,X-TENSO,REBELLIOUS NATURAL HAIR,treatment_care,Treatment / care product,X-TENSO,Unknown / supporting product,,,,,"Care, treatment, smoothing, repair, or support product rather than a hair color shade",,,,high,1000,7,1
TO DEL.,L'OREAL PROFESSIONNEL,"7,34",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,7,Blonde,34,Blonde with Gold + Copper reflect,,,Brown / dark blonde,high,991,45,1
L'OREAL PROFESSIONNEL,DIA COLOR,8.34,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,34,Light blonde with Gold + Copper reflect,,,Blonde,high,982.5,44,2
L'OREAL PROFESSIONNEL,NEW INOA,9.0,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,9,Very light blonde,0,Very light blonde natural shade,,,Blonde,high,925,22,1
L'OREAL PROFESSIONNEL,DIA LIGHT,10.21,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,923,27,3
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,5.1CC,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,5,Light brown,1,Light brown with Ash / blue reflect,,,Brown / dark blonde,high,905,30,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,Clear,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,886,28,2
L'OREAL PROFESSIONNEL,MAJIREL,HL ASH,lightener_bleach,Lightener / bleach,L'Oréal Majirel,Permanent oxidative color,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,883,20,2
L'OREAL PROFESSIONNEL,MAJIREL,HL ASH VIOLET,lightener_bleach,Lightener / bleach,L'Oréal Majirel,Permanent oxidative color,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,868,25,2
L'OREAL PROFESSIONNEL,LUO COLOR,P01,lightener_bleach,Lightener / bleach,L'Oréal Luo Color,Permanent / light-reflective color,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,860,19,3
TO DEL.,L'OREAL PROFESSIONNEL,"5,8",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,5,Light brown,8,Light brown with Mocha reflect,,,Brown / dark blonde,high,859,33,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,9.02,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,9,Very light blonde,02,Very light blonde with Natural + Iridescent / violet reflect,,,Blonde,high,850,17,1
L'OREAL PROFESSIONNEL,MAJIREL,CI6.13,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,13,Dark blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,848,29,3
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.13,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,13,Blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,824,28,3
TO DEL.,L'OREAL PROFESSIONNEL,1,hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,1,Black,0,Black natural shade,,,Dark brown / black,high,822,23,2
L'OREAL PROFESSIONNEL,NEW INOA,6.23,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,23,Dark blonde with Iridescent / violet + Gold reflect,,,Brown / dark blonde,high,817,23,2
L'OREAL PROFESSIONNEL,DIA RICHESSE,7.13,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,7,Blonde,13,Blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,804.5,38,3
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,7.31,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,31,Blonde with Gold + Ash / blue reflect,,,Brown / dark blonde,high,799.5,30,4
L'OREAL PROFESSIONNEL,MAJIREL,6.45,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,45,Dark blonde with Copper + Mahogany / red-violet reflect,,,Brown / dark blonde,high,787.5,33,3
L'OREAL PROFESSIONNEL,NEW INOA,6.66,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,66,Dark blonde with Red + Red reflect,,,Brown / dark blonde,high,784,54,4
MATRIX,BLEACH,OIL ADDITIVE,lightener_bleach,Lightener / bleach,Lightener / bleach,Lightening product,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,777.5,31,1
TO DEL.,L'OREAL PROFESSIONNEL,"7,44",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,7,Blonde,44,Blonde with Copper + Copper reflect,,,Brown / dark blonde,high,773,16,1
L'OREAL PROFESSIONNEL,MAJIREL,7.43,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,43,Blonde with Copper + Gold reflect,,,Brown / dark blonde,high,759.5,26,4
L'OREAL PROFESSIONNEL,DIA COLOR,8.2,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,2,Light blonde with Iridescent / violet reflect,,,Blonde,high,737,19,4
L'OREAL PROFESSIONNEL,DIA RICHESSE,7.8,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,7,Blonde,8,Blonde with Mocha reflect,,,Brown / dark blonde,high,730,10,1
L'OREAL PROFESSIONNEL,BLOND STUDIO BLEACH,CLAY POWDER 7,lightener_bleach,Lightener / bleach,Lightener / bleach,Lightening product,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,729.5,11,1
TREATMENT,500ml,KERATIN,treatment_care,Treatment / care product,500ml,Unknown / supporting product,,,,,"Care, treatment, smoothing, repair, or support product rather than a hair color shade",,,,high,728,7,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,6.11,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,11,Dark blonde with Ash / blue + Ash / blue reflect,,,Brown / dark blonde,high,727,16,3
L'OREAL PROFESSIONNEL,NEW INOA,9.3 F,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,9,Very light blonde,3,Very light blonde with Gold reflect,,,Blonde,high,726.5,33,2
L'OREAL PROFESSIONNEL,NEW INOA,"8,3",hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,8,Light blonde,3,Light blonde with Gold reflect,,,Blonde,high,712,23,2
L'OREAL PROFESSIONNEL,NEW INOA,6.13,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,13,Dark blonde with Ash / blue + Gold reflect,,,Brown / dark blonde,high,711,27,4
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,8.3,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,3,Light blonde with Gold reflect,,,Blonde,high,697,22,2
TO DEL.,L'OREAL PROFESSIONNEL,"HR5,15",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,5,Light brown,15,Light brown with Ash / blue + Mahogany / red-violet reflect,,,Brown / dark blonde,high,695,14,1
AFRODITA,DEVELOPERS,2%   7 Vol.,developer_oxidant,Developer / oxidant / cream peroxide,DEVELOPERS,Unknown / supporting product,,,,,Oxidant / developer used to activate color or lightener,2,7,,high,677,11,2
L'OREAL PROFESSIONNEL,DIA LIGHT,6.28,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,28,Dark blonde with Iridescent / violet + Mocha reflect,,,Brown / dark blonde,high,676,24,2
L'OREAL PROFESSIONNEL,DIA LIGHT,6.66,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,6,Dark blonde,66,Dark blonde with Red + Red reflect,,,Brown / dark blonde,high,673,38,1
L'OREAL PROFESSIONNEL,DIA RICHESSE,1,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,1,Black,0,Black natural shade,,,Dark brown / black,high,671,11,3
L'OREAL PROFESSIONNEL,MAJIREL,6.34,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,34,Dark blonde with Gold + Copper reflect,,,Brown / dark blonde,high,665.5,30,2
SCHWARZKOPF,COLOR10,9.0,hair_color_shade,Hair color shade,Schwarzkopf Professional,Professional color / lightener family,Schwarzkopf / IGORA,9,Very light blonde,0,Very light blonde natural shade,,,Blonde,high,659,23,1
L'OREAL PROFESSIONNEL,MAJIREL,MM ROUGE (RED),mixer_corrector,Mixer / corrector / clear,L'Oréal Majirel,Permanent oxidative color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,648,47,1
L'OREAL PROFESSIONNEL,MAJIREL,6.3,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,3,Dark blonde with Gold reflect,,,Brown / dark blonde,high,646.5,21,3
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,7.3,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,7,Blonde,3,Blonde with Gold reflect,,,Brown / dark blonde,high,644.5,33,2
L'OREAL PROFESSIONNEL,NEW INOA,10.21,mixer_corrector,Mixer / corrector / clear,L'Oréal INOA,Permanent oil-based color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,642,25,1
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,7.23,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,23,Blonde with Iridescent / violet + Gold reflect,,,Brown / dark blonde,high,639.5,24,3
L'OREAL PROFESSIONNEL,DIA COLOR,6.3,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,6,Dark blonde,3,Dark blonde with Gold reflect,,,Brown / dark blonde,high,626,13,2
L'OREAL PROFESSIONNEL,DIA LIGHT,4,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,4,Brown,0,Brown natural shade,,,Dark brown / black,high,595,24,4
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,5,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,5,Light brown,0,Light brown natural shade,,,Brown / dark blonde,high,593,21,2
TO DEL.,L'OREAL PROFESSIONNEL,10,hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,10,Lightest blonde,0,Lightest blonde natural shade,,,Blonde,high,592.5,9,1
L'OREAL PROFESSIONNEL,NEW INOA,8.3,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,8,Light blonde,3,Light blonde with Gold reflect,,,Blonde,high,589,24,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,9.31,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,9,Very light blonde,31,Very light blonde with Gold + Ash / blue reflect,,,Blonde,high,582,17,2
L'OREAL PROFESSIONNEL,DIA LIGHT,10.23,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,581,23,5
SCHWARZKOPF,BLONDME LIGHTENERS,PREMIUM LIGHTNER 9+,lightener_bleach,Lightener / bleach,Schwarzkopf Professional,Professional color / lightener family,,,,,"Lightening product used for blonding, highlights, balayage, or decolorizing",,,,high,579,6,2
TO DEL.,L'OREAL PROFESSIONNEL,5,hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,5,Light brown,0,Light brown natural shade,,,Brown / dark blonde,high,575.5,14,2
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,9.12,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,9,Very light blonde,12,Very light blonde with Ash / blue + Iridescent / violet reflect,,,Blonde,high,571,17,2
L'OREAL PROFESSIONNEL,DIA COLOR,9.13,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,9,Very light blonde,13,Very light blonde with Ash / blue + Gold reflect,,,Blonde,high,565,15,2
L'OREAL PROFESSIONNEL,MAJIREL,6.52,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,52,Dark blonde with Mahogany / red-violet + Iridescent / violet reflect,,,Brown / dark blonde,high,556.5,18,1
YUDIVA NATURAL,ORGANIC,Collagen Mineral,treatment_care,Treatment / care product,ORGANIC,Unknown / supporting product,,,,,"Care, treatment, smoothing, repair, or support product rather than a hair color shade",,,,high,551,4,1
TO DEL.,L'OREAL PROFESSIONNEL,9,hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,9,Very light blonde,0,Very light blonde natural shade,,,Blonde,high,540,12,2
L'OREAL PROFESSIONNEL,DIA LIGHT,8.28,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,28,Light blonde with Iridescent / violet + Mocha reflect,,,Blonde,high,528.5,21,2
L'OREAL PROFESSIONNEL,DIA COLOR,8.31,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,8,Light blonde,31,Light blonde with Gold + Ash / blue reflect,,,Blonde,high,528,20,2
L'OREAL PROFESSIONNEL,DIA COLOR,6.34,hair_color_shade,Hair color shade,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,L'Oréal / international dot system,6,Dark blonde,34,Dark blonde with Gold + Copper reflect,,,Brown / dark blonde,high,523,15,2
L'OREAL PROFESSIONNEL,MAJIREL,7.45,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,7,Blonde,45,Blonde with Copper + Mahogany / red-violet reflect,,,Brown / dark blonde,high,522,21,2
L'OREAL PROFESSIONNEL,MAJIREL FUNDA,6.1 CC,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,6,Dark blonde,1,Dark blonde with Ash / blue reflect,,,Brown / dark blonde,high,521,20,1
L'OREAL PROFESSIONNEL,MAJIREL,8.34,hair_color_shade,Hair color shade,L'Oréal Majirel,Permanent oxidative color,L'Oréal / international dot system,8,Light blonde,34,Light blonde with Gold + Copper reflect,,,Blonde,high,519.5,16,2
L'OREAL PROFESSIONNEL,NEW INOA,7.3 F,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,7,Blonde,3,Blonde with Gold reflect,,,Brown / dark blonde,high,509.5,21,2
L'OREAL PROFESSIONNEL,DIA LIGHT,5.12,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,5,Light brown,12,Light brown with Ash / blue + Iridescent / violet reflect,,,Brown / dark blonde,high,505,16,1
MATRIX,SO COLOR SYNC,10G,hair_color_shade,Hair color shade,Matrix,Permanent or demi-permanent color family,Matrix,10,Lightest blonde,0,Lightest blonde with Neutral reflect,,,Blonde,high,504,8,1
TO DEL.,L'OREAL PROFESSIONNEL,"6,18",hair_color_shade,Hair color shade,L'OREAL PROFESSIONNEL,Unknown / supporting product,L'Oréal / international dot system,6,Dark blonde,18,Dark blonde with Ash / blue + Mocha reflect,,,Brown / dark blonde,high,501.5,15,1
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,8.23,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,8,Light blonde,23,Light blonde with Iridescent / violet + Gold reflect,,,Blonde,high,498,19,2
L'OREAL PROFESSIONNEL,NEW INOA,6.35,hair_color_shade,Hair color shade,L'Oréal INOA,Permanent oil-based color,L'Oréal / international dot system,6,Dark blonde,35,Dark blonde with Gold + Mahogany / red-violet reflect,,,Brown / dark blonde,high,493,22,2
L'OREAL PROFESSIONNEL,DIA COLOR,Clear,mixer_corrector,Mixer / corrector / clear,L'Oréal Dia Color / Dia Richesse,Demi-permanent alkaline color,,,,,"Direct tone, corrective additive, clear, or mixer used to adjust a formula",,,,medium,493,15,2
L'OREAL PROFESSIONNEL,DIA LIGHT 60g,9.01,hair_color_shade,Hair color shade,L'Oréal Dia Light,Demi-permanent acidic gloss / toner,L'Oréal / international dot system,9,Very light blonde,01,Very light blonde with Natural + Ash / blue reflect,,,Blonde,high,485,15,2
